6,0.0,0.1
12,0.0,0.1
18,0.0,0.2
24,0.0,0.2
30,0.0,0.4
36,0.0,0.4
42,0.0,0.4
48,0.0,0.5
53,0.0,0.5
59,0.0,0.6
64,0.0,0.6
70,0.0,0.7
75,0.0,0.7
80,0.0,0.8
85,0.0,0.8
90,0.0,0.8
96,0.0,0.9
102,0.0,0.9
108,0.0,1.0
115,0.0,1.0
121,0.0,1.1
127,0.0,1.1
134,0.0,1.2
140,0.0,1.2
145,0.0,1.3
151,0.0,1.3
157,0.0,1.4
163,0.0,1.4
168,0.0,1.6
174,0.0,1.6
179,0.0,1.7
184,0.0,1.7
190,0.0,1.7
195,0.0,1.8
200,0.0,1.8
205,0.0,1.9
210,0.0,1.9
217,0.0,2.0
223,0.0,2.0
229,0.0,2.1
235,0.0,2.1
242,0.0,2.1
247,0.0,2.1
253,0.0,2.3
259,0.0,2.3
265,0.0,2.3
271,0.0,2.3
276,0.0,2.3
281,0.0,2.4
286,0.0,2.4
292,0.0,2.5
297,0.0,2.5
302,0.0,2.5
307,0.0,2.6
312,0.0,2.6
319,0.0,2.6
325,0.0,2.7
331,0.0,2.8
337,0.0,2.8
344,0.0,2.9
349,0.0,2.9
355,0.0,2.9
361,0.0,3.0
367,0.0,3.0
372,0.0,3.1
378,0.0,3.1
383,0.0,3.2
388,0.0,3.2
394,0.0,3.3
399,0.0,3.3
404,0.0,3.3
410,0.0,3.5
416,0.0,3.5
421,0.0,3.7
427,0.0,3.7
433,0.0,3.7
439,0.0,3.7
446,0.0,3.8
452,0.0,3.8
458,0.0,4.0
464,0.0,4.0
470,0.0,4.1
475,0.0,4.1
480,0.0,4.2
486,0.0,4.2
491,0.0,4.4
496,0.0,4.4
501,0.0,4.4
507,0.0,4.5
513,0.0,4.5
519,0.0,4.5
524,0.0,4.5
530,0.0,4.7
536,0.0,4.7
541,0.0,4.9
547,0.0,4.9
553,0.0,5.0
559,0.0,5.0
565,0.0,5.2
571,0.0,5.2
578,0.0,5.4
584,0.0,5.4
589,0.0,5.6
595,0.0,5.6
600,0.0,5.7
606,0.0,5.7
611,0.0,5.7
616,0.0,5.8
622,0.0,5.8
628,0.0,5.9
634,0.0,5.9
639,0.0,6.0
645,0.0,6.0
651,0.0,6.1
657,0.0,6.1
662,0.0,6.1
668,0.0,6.2
674,0.0,6.2
680,0.0,6.4
685,0.0,6.4
691,0.0,6.5
697,0.0,6.5
703,0.0,6.5
708,0.0,6.5
715,0.0,6.6
720,0.0,6.6
726,0.0,6.6
732,0.0,6.7
737,0.0,6.7
743,0.0,6.8
749,0.0,6.8
755,0.0,6.8
760,0.0,6.8
766,0.0,6.8
772,0.0,6.9
778,0.0,6.9
784,0.0,7.1
789,0.0,7.1
795,0.0,7.1
801,0.0,7.2
807,0.0,7.3
812,0.0,7.3
818,0.0,7.3
823,0.0,7.3
829,0.0,7.3
835,0.0,7.3
840,0.0,7.4
847,0.0,7.4
853,0.0,7.5
859,0.0,7.5
865,0.0,7.5
871,0.0,7.6
878,0.0,7.6
884,0.0,7.6
890,0.0,7.8
896,0.0,7.8
902,0.0,7.9
