6,0,0,103.81,46648
12,0,0,99.75,46648
18,0,0,93.86,46648
24,0,0,88.62,46648
30,0,0,84.06,46648
36,0,0,80.22,46648
42,0,0,78.45,46648
48,0,0,79.91,46648
53,0,0,76.80,46648
59,0,0,73.89,46648
64,0,0,327.87,46534
70,0,0,675.17,46406
75,0,0,1990.82,46150
80,0,0,1930.09,46150
85,0,0,3069.76,46150
90,0,0,2975.88,45636
96,0,0,4004.68,45638
102,0,0,4160.98,45638
109,0,0,5003.55,45638
115,0,0,5115.11,44610
121,0,0,5899.10,44614
128,0,0,5956.58,44614
134,0,0,6554.90,44614
140,0,0,6587.46,44614
145,0,0,7299.66,44614
151,0,0,7119.27,44614
157,0,0,7446.10,44614
163,0,0,7742.51,44614
169,0,0,7896.18,44614
174,0,0,8345.74,42566
179,0,0,8494.52,42566
184,0,0,8856.03,42566
190,0,0,8993.78,42566
195,0,0,9369.45,42566
200,0,0,9327.87,42566
205,0,0,9780.24,42566
211,0,0,9733.59,42566
217,0,0,10138.27,42566
223,0,0,10054.10,42567
229,0,0,10417.00,42567
236,0,0,10380.81,42567
242,0,0,10674.98,42567
248,0,0,10698.81,42567
253,0,0,11021.27,42567
259,0,0,10934.61,42567
265,0,0,11289.04,42567
271,0,0,11200.39,42567
276,0,0,11603.74,42567
281,0,0,11528.18,38455
286,0,0,11637.70,38471
292,0,0,11875.43,38471
297,0,0,11867.03,38471
302,0,0,12093.89,38471
307,0,0,12083.12,38471
312,0,0,12298.02,38471
319,0,0,12558.32,38471
325,0,0,12431.50,38471
331,0,0,12682.29,38471
338,0,0,12554.16,38471
344,0,0,12817.91,38471
350,0,0,12761.45,38471
355,0,0,13008.72,38471
361,0,0,12898.50,38471
367,0,0,13151.00,38471
373,0,0,13040.74,38471
378,0,0,13341.23,38471
383,0,0,13245.66,38471
388,0,0,13531.27,38471
394,0,0,13426.88,38471
399,0,0,13742.17,38471
404,0,0,13606.73,38471
410,0,0,13856.03,38471
416,0,0,13697.39,38471
421,0,0,13988.10,38471
427,0,0,13831.08,38471
433,0,0,14066.54,38471
440,0,0,13938.70,38471
446,0,0,14184.68,38471
452,0,0,14142.85,38471
458,0,0,14271.15,38471
465,0,0,14201.32,38471
470,0,0,14350.80,38471
475,0,0,14305.63,38471
480,0,0,14506.11,38471
486,0,0,14432.83,38471
491,0,0,14635.57,38471
496,0,0,14504.76,38471
501,0,0,14759.71,34375
507,0,0,14618.50,34375
513,0,0,14854.66,34375
519,0,0,14716.40,34375
524,0,0,14877.17,34375
530,0,0,14738.99,34375
536,0,0,14913.33,34375
541,0,0,14799.24,34375
547,0,0,15002.25,34375
553,0,0,14887.84,34375
559,0,0,15100.51,34375
565,0,0,15010.81,34375
572,0,0,15121.24,34375
578,0,0,15054.28,34375
584,0,0,15170.94,34375
589,0,0,15116.73,34375
595,0,0,15250.59,34375
600,0,0,15188.03,34375
606,0,0,15349.11,34375
611,0,0,15270.96,34375
617,0,0,15432.15,34375
622,0,0,15325.90,34375
628,0,0,15510.84,34375
634,0,0,15390.18,34375
639,0,0,15545.57,34375
645,0,0,15424.36,34375
651,0,0,15606.60,34375
657,0,0,15483.30,34375
662,0,0,15654.97,34375
668,0,0,15536.19,34375
674,0,0,15713.80,34375
680,0,0,15623.95,34375
686,0,0,15792.99,34375
691,0,0,15677.23,34375
697,0,0,15830.85,34375
703,0,0,15716.20,34375
708,0,0,15863.83,34375
715,0,0,15756.94,34375
720,0,0,15893.58,26151
726,0,0,15780.72,26151
732,0,0,15944.11,26183
738,0,0,15834.19,26183
743,0,0,15989.83,26183
749,0,0,15878.89,26183
755,0,0,16012.63,26183
760,0,0,15904.49,26183
766,0,0,16024.50,26183
772,0,0,15917.80,26183
778,0,0,16048.84,26183
784,0,0,15971.69,26183
790,0,0,16105.82,26183
795,0,0,16030.16,26183
801,0,0,16134.26,26183
807,0,0,16072.12,26183
813,0,0,16148.89,26183
818,0,0,16055.98,26183
823,0,0,16209.77,30476
829,0,0,16109.32,30476
835,0,0,16273.73,30484
841,0,0,16173.72,30484
847,0,0,16064.59,46649
853,0,0,15957.98,46649
859,0,0,15851.93,46649
865,0,0,15747.75,46649
872,0,0,15644.28,46649
878,0,0,15541.35,46649
884,0,0,15438.86,46649
890,0,0,15346.69,46649
896,0,0,15248.56,46649
902,0,0,15151.57,46649
