5,55.6,0.0
11,53.3,0.0
18,53.0,0.0
24,52.7,0.0
30,50.6,0.0
36,54.4,0.0
42,60.8,0.0
47,64.5,0.0
53,67.3,0.0
59,69.5,0.0
64,71.2,0.0
69,66.0,0.0
75,60.8,0.0
80,57.0,0.0
85,53.6,0.0
90,50.6,0.0
96,48.0,0.0
101,46.8,0.0
108,47.0,0.0
114,46.7,0.0
120,46.9,0.0
127,46.6,0.0
133,46.6,0.0
139,47.9,0.0
145,49.6,0.0
151,51.2,0.0
157,53.0,0.0
162,54.3,0.0
168,55.6,0.0
174,55.0,0.0
179,53.4,0.0
184,52.0,0.0
189,50.6,0.0
195,49.0,0.0
200,47.8,0.0
205,46.6,0.0
210,45.5,0.0
216,46.6,0.0
222,46.6,0.0
229,46.6,0.0
235,46.5,0.0
241,46.6,0.0
247,46.9,0.0
253,47.8,0.0
259,48.6,0.0
265,49.7,0.0
270,50.5,0.0
276,50.9,0.0
281,50.0,0.0
286,49.1,0.0
292,48.3,0.0
297,47.3,0.0
302,46.5,0.0
307,45.7,0.0
312,45.0,0.0
318,45.3,0.0
324,45.3,0.0
331,45.4,0.0
337,45.3,0.0
343,45.3,0.0
349,45.6,0.0
355,46.3,0.0
361,47.1,0.0
366,47.8,0.0
372,48.5,0.0
378,48.0,0.0
383,47.4,0.0
388,46.8,0.0
393,46.2,0.0
399,45.5,0.0
404,44.9,0.0
409,45.5,0.0
415,46.1,0.0
421,46.7,0.0
427,47.3,0.0
433,47.5,0.0
439,47.4,0.0
445,47.4,0.0
452,47.4,0.0
458,47.3,0.0
464,47.3,0.0
470,47.2,0.0
475,46.7,0.0
480,46.2,0.0
486,45.7,0.0
491,45.1,0.0
496,44.7,0.0
501,44.2,0.0
507,43.9,0.0
512,44.5,0.0
518,45.0,0.0
524,45.5,0.0
530,46.0,0.0
535,46.6,0.0
541,47.0,0.0
547,47.5,0.0
553,48.0,0.0
559,48.1,0.0
565,48.0,0.0
571,48.0,0.0
577,48.0,0.0
583,47.6,0.0
589,47.2,0.0
595,46.7,0.0
600,46.3,0.0
605,45.9,0.0
611,45.5,0.0
616,45.8,0.0
622,46.2,0.0
628,46.7,0.0
633,47.1,0.0
639,47.4,0.0
645,47.8,0.0
650,48.3,0.0
656,48.6,0.0
662,49.0,0.0
668,49.4,0.0
673,49.8,0.0
679,50.0,0.0
685,49.5,0.0
691,49.1,0.0
697,48.7,0.0
702,48.3,0.0
708,47.9,0.0
714,47.8,0.0
720,48.1,0.0
726,48.5,0.0
731,48.9,0.0
737,49.2,0.0
743,49.5,0.0
749,49.9,0.0
754,50.2,0.0
760,50.5,0.0
766,50.8,0.0
772,51.1,0.0
777,51.3,0.0
783,51.1,0.0
789,50.7,0.0
795,50.4,0.0
801,50.0,0.0
806,49.7,0.0
812,49.3,0.0
818,48.9,0.0
823,48.7,0.0
829,49.0,0.0
834,49.3,0.0
840,49.6,0.0
846,49.6,0.0
852,49.6,0.0
858,49.6,0.0
865,49.6,0.0
871,49.5,0.0
877,49.5,0.0
883,49.5,0.0
890,49.3,0.0
895,48.9,0.0
902,48.5,0.0
