6,58.0,6.0
12,49.8,6.0
18,50.7,6.0
24,51.0,6.0
30,51.1,6.0
36,45.8,0.0
42,39.3,0.0
47,35.1,0.0
53,31.1,0.0
59,27.9,0.0
64,25.7,0.0
69,23.9,0.0
75,22.0,0.0
80,20.6,0.0
85,19.4,0.0
90,18.3,0.0
96,17.1,0.0
102,18.1,6.1
108,19.7,6.1
114,21.3,6.1
121,22.5,6.1
127,23.7,6.1
133,24.8,6.1
139,24.4,0.0
145,23.4,0.0
151,22.5,0.0
157,21.6,0.0
163,21.0,0.0
168,20.2,0.0
174,19.5,0.0
179,19.0,0.0
184,18.5,0.0
190,18.0,0.0
195,17.4,0.0
200,17.0,0.0
205,16.6,0.0
210,16.2,0.0
216,15.8,6.9
223,16.7,6.9
229,17.5,6.9
235,18.3,6.9
241,19.0,6.9
247,19.4,0.0
253,18.9,0.0
259,18.5,0.0
265,18.0,0.0
271,17.7,0.0
276,17.3,0.0
281,17.0,0.0
286,16.7,0.0
292,16.4,0.0
297,16.1,0.0
302,15.8,0.0
307,15.6,0.0
312,15.3,0.0
318,15.6,6.0
325,16.2,6.0
331,16.7,6.0
337,17.3,6.0
343,17.8,6.0
349,18.1,0.0
355,17.8,0.0
361,17.5,0.0
367,17.2,0.0
372,17.0,0.0
378,16.7,0.0
383,16.5,0.0
388,16.3,0.0
394,16.0,0.0
399,15.8,0.0
404,15.6,0.0
410,15.4,0.0
415,15.2,0.0
421,15.0,0.0
427,14.8,0.0
433,15.1,9.4
439,15.6,9.4
446,16.0,9.4
452,16.4,9.4
458,16.8,9.4
464,17.2,9.4
470,17.0,0.0
475,16.9,0.0
480,16.7,0.0
486,16.5,0.0
491,16.3,0.0
496,16.1,0.0
501,16.0,0.0
507,15.8,0.0
513,15.6,0.0
518,15.5,0.0
524,15.3,0.0
530,15.1,0.0
536,15.0,0.0
541,14.8,0.0
547,14.6,0.0
553,14.5,0.0
559,14.7,6.7
565,15.0,6.7
571,15.4,6.7
578,15.7,6.7
583,16.4,6.7
589,17.1,6.7
595,17.8,6.7
600,18.4,0.0
606,18.3,0.0
611,18.1,0.0
616,18.0,0.0
622,17.8,0.0
628,17.6,0.0
633,17.5,0.0
639,17.3,0.0
645,17.1,0.0
651,17.0,0.0
656,16.9,0.0
662,16.7,0.0
668,16.6,0.0
674,16.4,0.0
680,16.5,6.1
685,17.1,6.1
691,17.7,6.1
697,18.3,6.1
702,19.0,6.1
708,19.6,6.1
714,19.9,6.1
720,19.7,0.0
726,19.5,0.0
732,19.4,0.0
737,19.3,0.0
743,19.1,0.0
749,18.9,0.0
755,18.8,0.0
760,18.7,0.0
766,18.5,0.0
772,18.4,0.0
778,18.4,9.2
784,18.7,9.2
789,19.3,9.2
795,19.8,9.2
801,20.2,9.2
807,20.8,9.2
812,21.2,9.2
818,21.6,0.0
823,21.4,0.0
829,21.3,0.0
835,21.1,0.0
840,21.0,0.0
846,20.8,0.0
853,20.7,0.0
859,20.5,0.0
865,20.4,0.0
871,20.2,0.0
878,20.1,0.0
884,19.9,0.0
890,19.8,0.0
896,19.8,7.6
902,20.0,7.6
